movement_id,operation_id,timestamp,week_id,movement_type,from_location,to_location,source_stock_id,target_stock_id,sabor,cantidad_latas,peso_bruto_kg,tara_kg,peso_neto_kg,tara_final_kg,residuo_final_kg,notes
MOV-000133,INGRESO-CAMARA-000016,2026-08-14T19:56:44.027029-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAC-000006,FRUTILLA_A_LA_CREMA,1,,,7.8,,,
MOV-000134,INGRESO-CAMARA-000016,2026-08-14T19:56:44.027029-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAC-000007,FRUTILLA_A_LA_CREMA,1,,,7.8,,,
MOV-000135,INGRESO-CAMARA-000016,2026-08-14T19:56:44.027029-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAC-000008,FRUTILLA_A_LA_CREMA,1,,,7.8,,,
MOV-000136,INGRESO-CAMARA-000016,2026-08-14T19:56:44.027029-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAC-000009,FRUTILLA_A_LA_CREMA,1,,,7.8,,,
MOV-000137,INGRESO-CAMARA-000017,2026-08-14T19:56:58.201145-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DAC-000001,DURAZNO_A_LA_CREMA,1,,,7.8,,,
MOV-000138,INGRESO-CAMARA-000017,2026-08-14T19:56:58.201145-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DAC-000002,DURAZNO_A_LA_CREMA,1,,,7.8,,,
MOV-000139,INGRESO-CAMARA-000017,2026-08-14T19:56:58.201145-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DAC-000003,DURAZNO_A_LA_CREMA,1,,,7.8,,,
MOV-000140,INGRESO-CAMARA-000018,2026-08-14T20:02:31.229493-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAA-000001,FRUTILLA_AL_AGUA,1,,,7.8,,,
MOV-000141,INGRESO-CAMARA-000018,2026-08-14T20:02:31.229493-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAA-000002,FRUTILLA_AL_AGUA,1,,,7.8,,,
MOV-000142,INGRESO-CAMARA-000018,2026-08-14T20:02:31.229493-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FAA-000003,FRUTILLA_AL_AGUA,1,,,7.8,,,
MOV-000143,INGRESO-CAMARA-000019,2026-08-14T20:03:23.385150-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FRO-000001,FRUTOS_ROJOS_AL_AGUA,1,,,7.8,,,
MOV-000144,INGRESO-CAMARA-000019,2026-08-14T20:03:23.385150-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FRO-000002,FRUTOS_ROJOS_AL_AGUA,1,,,7.8,,,
MOV-000145,INGRESO-CAMARA-000019,2026-08-14T20:03:23.385150-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FRO-000003,FRUTOS_ROJOS_AL_AGUA,1,,,7.8,,,
MOV-000146,INGRESO-CAMARA-000019,2026-08-14T20:03:23.385150-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-FRO-000004,FRUTOS_ROJOS_AL_AGUA,1,,,7.8,,,
MOV-000147,INGRESO-CAMARA-000020,2026-08-14T20:04:21.875084-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-LIM-000001,LIMON_AL_AGUA,1,,,7.8,,,
MOV-000148,INGRESO-CAMARA-000020,2026-08-14T20:04:21.875084-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-LIM-000002,LIMON_AL_AGUA,1,,,7.8,,,
MOV-000149,INGRESO-CAMARA-000020,2026-08-14T20:04:21.875084-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-LIM-000003,LIMON_AL_AGUA,1,,,7.8,,,
MOV-000150,INGRESO-CAMARA-000020,2026-08-14T20:04:21.875084-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-LIM-000004,LIMON_AL_AGUA,1,,,7.8,,,
MOV-000151,INGRESO-CAMARA-000020,2026-08-14T20:04:21.875084-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-LIM-000005,LIMON_AL_AGUA,1,,,7.8,,,
MOV-000152,INGRESO-CAMARA-000020,2026-08-14T20:04:21.875084-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-LIM-000006,LIMON_AL_AGUA,1,,,7.8,,,
MOV-000153,INGRESO-CAMARA-000021,2026-08-14T20:07:59.834839-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MRY-000001,MARACUYA_AL_AGUA,1,,,7.8,,,
MOV-000154,INGRESO-CAMARA-000021,2026-08-14T20:07:59.834839-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MRY-000002,MARACUYA_AL_AGUA,1,,,7.8,,,
MOV-000155,INGRESO-CAMARA-000021,2026-08-14T20:07:59.834839-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MRY-000003,MARACUYA_AL_AGUA,1,,,7.8,,,
MOV-000156,INGRESO-CAMARA-000021,2026-08-14T20:07:59.834839-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MRY-000004,MARACUYA_AL_AGUA,1,,,7.8,,,
MOV-000157,INGRESO-CAMARA-000022,2026-08-14T20:08:20.924574-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-NAR-000001,NARANJA_AL_AGUA,1,,,7.8,,,
MOV-000158,INGRESO-CAMARA-000023,2026-08-14T20:26:00.122678-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAN-000001,MANGO_AL_AGUA,1,,,7.58,,,
MOV-000159,INGRESO-CAMARA-000023,2026-08-14T20:26:00.122678-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAN-000002,MANGO_AL_AGUA,1,,,7.58,,,
MOV-000160,INGRESO-CAMARA-000023,2026-08-14T20:26:00.122678-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-MAN-000003,MANGO_AL_AGUA,1,,,7.58,,,
MOV-000161,INGRESO-CAMARA-000024,2026-08-14T20:39:02.681327-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBL-000001,CHOCOLATE_BLANCO,1,,,7.8,,,
MOV-000162,INGRESO-CAMARA-000024,2026-08-14T20:39:02.681327-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBL-000002,CHOCOLATE_BLANCO,1,,,7.8,,,
MOV-000163,INGRESO-CAMARA-000024,2026-08-14T20:39:02.681327-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBL-000003,CHOCOLATE_BLANCO,1,,,7.8,,,
MOV-000164,INGRESO-CAMARA-000024,2026-08-14T20:39:02.681327-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBL-000004,CHOCOLATE_BLANCO,1,,,7.8,,,
MOV-000165,INGRESO-CAMARA-000025,2026-08-14T20:39:30.074017-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CMC-000001,CHOCOLATE_MANI_CRUNCH,1,,,7.8,,,
MOV-000166,INGRESO-CAMARA-000026,2026-08-14T20:41:10.925970-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CSU-000001,CHOCOLATE_SUIZO,1,,,7.8,,,
MOV-000167,INGRESO-CAMARA-000026,2026-08-14T20:41:10.925970-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CSU-000002,CHOCOLATE_SUIZO,1,,,7.8,,,
MOV-000168,INGRESO-CAMARA-000026,2026-08-14T20:41:10.925970-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CSU-000003,CHOCOLATE_SUIZO,1,,,7.8,,,
MOV-000169,INGRESO-CAMARA-000026,2026-08-14T20:41:10.925970-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CSU-000004,CHOCOLATE_SUIZO,1,,,7.8,,,
MOV-000170,INGRESO-CAMARA-000027,2026-08-14T20:43:54.916143-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CHO-000001,CHOCOLATE,1,,,7.8,,,
MOV-000171,INGRESO-CAMARA-000027,2026-08-14T20:43:54.916143-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CHO-000002,CHOCOLATE,1,,,7.8,,,
MOV-000172,INGRESO-CAMARA-000027,2026-08-14T20:43:54.916143-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CHO-000003,CHOCOLATE,1,,,7.8,,,
MOV-000173,INGRESO-CAMARA-000027,2026-08-14T20:43:54.916143-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CHO-000004,CHOCOLATE,1,,,7.8,,,
MOV-000174,INGRESO-CAMARA-000027,2026-08-14T20:43:54.916143-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CHO-000005,CHOCOLATE,1,,,7.8,,,
MOV-000175,INGRESO-CAMARA-000028,2026-08-14T20:44:12.864649-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000001,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000176,INGRESO-CAMARA-000028,2026-08-14T20:44:12.864649-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000002,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000177,INGRESO-CAMARA-000028,2026-08-14T20:44:12.864649-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000003,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000178,INGRESO-CAMARA-000028,2026-08-14T20:44:12.864649-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000004,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000179,INGRESO-CAMARA-000028,2026-08-14T20:44:12.864649-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000005,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000180,INGRESO-CAMARA-000028,2026-08-14T20:44:12.864649-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000006,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000181,INGRESO-CAMARA-000028,2026-08-14T20:44:12.864649-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000007,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000182,INGRESO-CAMARA-000029,2026-08-14T20:45:03.780047-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000008,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000183,INGRESO-CAMARA-000029,2026-08-14T20:45:03.780047-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000009,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000184,INGRESO-CAMARA-000029,2026-08-14T20:45:03.780047-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000010,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000185,INGRESO-CAMARA-000029,2026-08-14T20:45:03.780047-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000011,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000186,INGRESO-CAMARA-000029,2026-08-14T20:45:03.780047-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000012,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000187,INGRESO-CAMARA-000029,2026-08-14T20:45:03.780047-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-ALM-000013,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,
MOV-000188,ANULACION-CAMARA-000001,2026-08-14T20:46:03.389349-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-ALM-000008,,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,Carga Duplicada
MOV-000189,ANULACION-CAMARA-000001,2026-08-14T20:46:03.389349-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-ALM-000009,,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,Carga Duplicada
MOV-000190,ANULACION-CAMARA-000002,2026-08-14T20:46:09.965029-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-ALM-000008,,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,Carga Duplicada
MOV-000191,ANULACION-CAMARA-000002,2026-08-14T20:46:09.965029-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-ALM-000009,,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,Carga Duplicada
MOV-000192,ANULACION-CAMARA-000002,2026-08-14T20:46:09.965029-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-ALM-000010,,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,Carga Duplicada
MOV-000193,ANULACION-CAMARA-000002,2026-08-14T20:46:09.965029-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-ALM-000011,,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,Carga Duplicada
MOV-000194,ANULACION-CAMARA-000002,2026-08-14T20:46:09.965029-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-ALM-000012,,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,Carga Duplicada
MOV-000195,ANULACION-CAMARA-000002,2026-08-14T20:46:09.965029-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-ALM-000013,,CHOCOLATE_CON_ALMENDRAS,1,,,7.8,,,Carga Duplicada
MOV-000196,INGRESO-CAMARA-000030,2026-08-14T20:47:32.182811-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBO-000001,CHOCOLATE_BLANCO_OREO,1,,,7.8,,,
MOV-000197,INGRESO-CAMARA-000030,2026-08-14T20:47:32.182811-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBO-000002,CHOCOLATE_BLANCO_OREO,1,,,7.8,,,
MOV-000198,INGRESO-CAMARA-000030,2026-08-14T20:47:32.182811-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBO-000003,CHOCOLATE_BLANCO_OREO,1,,,7.8,,,
MOV-000199,INGRESO-CAMARA-000030,2026-08-14T20:47:32.182811-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBO-000004,CHOCOLATE_BLANCO_OREO,1,,,7.8,,,
MOV-000200,INGRESO-CAMARA-000030,2026-08-14T20:47:32.182811-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBO-000005,CHOCOLATE_BLANCO_OREO,1,,,7.8,,,
MOV-000201,INGRESO-CAMARA-000030,2026-08-14T20:47:32.182811-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CBO-000006,CHOCOLATE_BLANCO_OREO,1,,,7.8,,,
MOV-000202,INGRESO-CAMARA-000031,2026-08-14T20:55:06.199070-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DUB-000001,CHOCOLATE_DUBAI,1,,,7.8,,,
MOV-000203,INGRESO-CAMARA-000032,2026-08-14T20:59:42.342533-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SDL-000001,SUPER_DULCE_DE_LECHE,1,,,7.8,,,
MOV-000204,INGRESO-CAMARA-000032,2026-08-14T20:59:42.342533-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SDL-000002,SUPER_DULCE_DE_LECHE,1,,,7.8,,,
MOV-000205,INGRESO-CAMARA-000032,2026-08-14T20:59:42.342533-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SDL-000003,SUPER_DULCE_DE_LECHE,1,,,7.8,,,
MOV-000206,INGRESO-CAMARA-000033,2026-08-14T21:00:28.779044-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DLG-000001,DULCE_DE_LECHE_GRANIZADO,1,,,7.8,,,
MOV-000207,INGRESO-CAMARA-000033,2026-08-14T21:00:28.779044-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DLG-000002,DULCE_DE_LECHE_GRANIZADO,1,,,7.8,,,
MOV-000208,INGRESO-CAMARA-000033,2026-08-14T21:00:28.779044-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DLG-000003,DULCE_DE_LECHE_GRANIZADO,1,,,7.8,,,
MOV-000209,INGRESO-CAMARA-000033,2026-08-14T21:00:28.779044-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DLG-000004,DULCE_DE_LECHE_GRANIZADO,1,,,7.8,,,
MOV-000210,INGRESO-CAMARA-000033,2026-08-14T21:00:28.779044-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DLG-000005,DULCE_DE_LECHE_GRANIZADO,1,,,7.8,,,
MOV-000211,INGRESO-CAMARA-000033,2026-08-14T21:00:28.779044-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DLG-000006,DULCE_DE_LECHE_GRANIZADO,1,,,7.8,,,
MOV-000212,INGRESO-CAMARA-000034,2026-08-14T21:01:12.408091-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DDL-000001,DULCE_DE_LECHE,1,,,7.8,,,
MOV-000213,INGRESO-CAMARA-000034,2026-08-14T21:01:12.408091-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DDL-000002,DULCE_DE_LECHE,1,,,7.8,,,
MOV-000214,INGRESO-CAMARA-000034,2026-08-14T21:01:12.408091-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DDL-000003,DULCE_DE_LECHE,1,,,7.8,,,
MOV-000215,INGRESO-CAMARA-000035,2026-08-14T21:01:28.554277-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DLN-000001,DULCE_DE_LECHE_CON_NUEZ,1,,,7.8,,,
MOV-000216,INGRESO-CAMARA-000035,2026-08-14T21:01:28.554277-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-DLN-000002,DULCE_DE_LECHE_CON_NUEZ,1,,,7.8,,,
MOV-000217,INGRESO-CAMARA-000036,2026-08-14T21:01:54.744205-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BRW-000001,DULCE_DE_LECHE_BROWNIE,1,,,7.8,,,
MOV-000218,INGRESO-CAMARA-000036,2026-08-14T21:01:54.744205-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BRW-000002,DULCE_DE_LECHE_BROWNIE,1,,,7.8,,,
MOV-000219,INGRESO-CAMARA-000036,2026-08-14T21:01:54.744205-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-BRW-000003,DULCE_DE_LECHE_BROWNIE,1,,,7.8,,,
MOV-000220,INGRESO-CAMARA-000037,2026-08-14T21:02:43.582604-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-AME-000001,AMERICANA,1,,,7.8,,,
MOV-000221,INGRESO-CAMARA-000037,2026-08-14T21:02:43.582604-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-AME-000002,AMERICANA,1,,,7.8,,,
MOV-000222,INGRESO-CAMARA-000037,2026-08-14T21:02:43.582604-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-AME-000003,AMERICANA,1,,,7.8,,,
MOV-000223,INGRESO-CAMARA-000038,2026-08-14T21:03:13.337767-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-GRA-000001,GRANIZADO,1,,,7.8,,,
MOV-000224,INGRESO-CAMARA-000038,2026-08-14T21:03:13.337767-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-GRA-000002,GRANIZADO,1,,,7.8,,,
MOV-000225,INGRESO-CAMARA-000038,2026-08-14T21:03:13.337767-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-GRA-000003,GRANIZADO,1,,,7.8,,,
MOV-000226,INGRESO-CAMARA-000038,2026-08-14T21:03:13.337767-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-GRA-000004,GRANIZADO,1,,,7.8,,,
MOV-000227,INGRESO-CAMARA-000038,2026-08-14T21:03:13.337767-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-GRA-000005,GRANIZADO,1,,,7.8,,,
MOV-000228,INGRESO-CAMARA-000038,2026-08-14T21:03:13.337767-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-GRA-000006,GRANIZADO,1,,,7.8,,,
MOV-000229,INGRESO-CAMARA-000038,2026-08-14T21:03:13.337767-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-GRA-000007,GRANIZADO,1,,,7.8,,,
MOV-000230,INGRESO-CAMARA-000039,2026-08-14T21:03:22.290923-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TRA-000001,TRAMONTANA,1,,,7.8,,,
MOV-000231,INGRESO-CAMARA-000039,2026-08-14T21:03:22.290923-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TRA-000002,TRAMONTANA,1,,,7.8,,,
MOV-000232,INGRESO-CAMARA-000039,2026-08-14T21:03:22.290923-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TRA-000003,TRAMONTANA,1,,,7.8,,,
MOV-000233,INGRESO-CAMARA-000039,2026-08-14T21:03:22.290923-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TRA-000004,TRAMONTANA,1,,,7.8,,,
MOV-000234,INGRESO-CAMARA-000039,2026-08-14T21:03:22.290923-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TRA-000005,TRAMONTANA,1,,,7.8,,,
MOV-000235,INGRESO-CAMARA-000039,2026-08-14T21:03:22.290923-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TRA-000006,TRAMONTANA,1,,,7.8,,,
MOV-000236,INGRESO-CAMARA-000039,2026-08-14T21:03:22.290923-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-TRA-000007,TRAMONTANA,1,,,7.8,,,
MOV-000237,INGRESO-CAMARA-000040,2026-08-14T21:03:52.069647-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CCK-000001,CREMA_COOKIE,1,,,7.8,,,
MOV-000238,INGRESO-CAMARA-000040,2026-08-14T21:03:52.069647-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-CCK-000002,CREMA_COOKIE,1,,,7.8,,,
MOV-000239,INGRESO-CAMARA-000041,2026-08-14T21:05:11.985829-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SEL-000001,SELECCION_ARGENTINA,1,,,7.58,,,
MOV-000240,INGRESO-CAMARA-000041,2026-08-14T21:05:11.985829-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SEL-000002,SELECCION_ARGENTINA,1,,,7.58,,,
MOV-000241,INGRESO-CAMARA-000041,2026-08-14T21:05:11.985829-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SEL-000003,SELECCION_ARGENTINA,1,,,7.58,,,
MOV-000242,ANULACION-CAMARA-000003,2026-08-14T21:11:58.689474-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-SEL-000001,,SELECCION_ARGENTINA,1,,,7.58,,,Mal peso
MOV-000243,ANULACION-CAMARA-000003,2026-08-14T21:11:58.689474-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-SEL-000002,,SELECCION_ARGENTINA,1,,,7.58,,,Mal peso
MOV-000244,ANULACION-CAMARA-000003,2026-08-14T21:11:58.689474-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-SEL-000003,,SELECCION_ARGENTINA,1,,,7.58,,,Mal peso
MOV-000245,INGRESO-CAMARA-000042,2026-08-14T21:13:18.730434-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SEL-000004,SELECCION_ARGENTINA,1,,,7.8,,,
MOV-000246,INGRESO-CAMARA-000042,2026-08-14T21:13:18.730434-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SEL-000005,SELECCION_ARGENTINA,1,,,7.8,,,
MOV-000247,INGRESO-CAMARA-000042,2026-08-14T21:13:18.730434-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-SEL-000006,SELECCION_ARGENTINA,1,,,7.8,,,
MOV-000248,INGRESO-CAMARA-000043,2026-08-17T19:09:27.388394-03:00,WEEK-000001,INGRESO_CAMARA,EXTERNO,CAMARA,,CAM-AME-000004,AMERICANA,1,,,7.58,,,
MOV-000249,ANULACION-CAMARA-000004,2026-08-17T19:09:52.613924-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-AME-000004,,AMERICANA,1,,,7.58,,,
MOV-000250,ANULACION-CAMARA-000005,2026-08-17T20:58:55.720085-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-SGI-000001,,SUPER_GRIDITO,1,,,7.8,,,
MOV-000251,ANULACION-CAMARA-000005,2026-08-17T20:58:55.720085-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-SGI-000002,,SUPER_GRIDITO,1,,,7.8,,,
MOV-000252,ANULACION-CAMARA-000006,2026-08-17T21:00:01.837770-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-VAI-000004,,VAINILLA,1,,,7.8,,,
MOV-000253,ANULACION-CAMARA-000006,2026-08-17T21:00:01.837770-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-CRU-000003,,CREMA_RUSA,1,,,7.8,,,
MOV-000254,ANULACION-CAMARA-000007,2026-08-17T21:20:30.627112-03:00,WEEK-000001,ANULACION_CAMARA,CAMARA,ANULADA,CAM-MAR-000007,,GRIDO_MARROC,1,,,7.8,,,
